"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"VCAN",1.08602302027315,16.1419905986005,4.72514951764099,0.000120228572547329,0.000347864234080681,0.358077491014688
"SERINC5",1.07984796393984,-26.7340652860977,6.65157113749309,1.52260482959845e-06,7.44785234829556e-06,4.78368343794845
"IL7R",1.06859229110805,10.9878229840441,4.88144399963552,8.32579371782655e-05,0.00025223589862902,0.72738351912531
"GIMAP4",1.05701354293018,14.3403846183706,4.90186877180135,7.93634611229132e-05,0.000241470195959028,0.775584079569764
"GIMAP6",1.02815946175768,13.6881721149867,4.52960705105005,0.000190747657309527,0.000519947743615538,-0.10470148581248
"SERPINA1",1.01030531321609,18.0626843468373,4.83544834769252,9.27515609274008e-05,0.000276484285203979,0.618781261355618
"FCN1",1.00727775736663,20.6973202595922,3.35074652834543,0.00308466725165272,0.00622671009216026,-2.85820438404055
"PPBP",0.982032502927703,-6.76082655413555,3.39217905532336,0.00280094216623172,0.00570161586087481,-2.76419228154673
"LPAR6",0.978730485479874,3.55388715033279,6.38243494020464,2.73338543638744e-06,1.25236972802782e-05,4.18769815978105
"CLEC7A",0.956545404173044,11.9613666439632,7.51671536019975,2.47638689263762e-07,1.58642373922548e-06,6.63721345931266
"TGFBI",0.947463768438111,-5.68405961854559,5.54144988085968,1.80101847458345e-05,6.53750010379676e-05,2.27302623540636
"PECAM1",0.938759934475019,-1.39414531313264,21.7886776379395,1.03110051934841e-15,4.25944298412121e-13,26.1584922276588
"PLBD1",0.900075363184936,18.8395570285821,3.558387401894,0.00189850839503194,0.00402545810714865,-2.38397077616932
"NRGN",0.892565379005712,7.99710922079523,8.09580264308648,7.7660327626723e-08,6.0391862282133e-07,7.82257953333867
"FMOD",0.875601463013805,-27.8498531811878,11.7830446159216,1.28122562536589e-10,3.13117850351824e-09,14.3722684656932
"CCR7",0.874433016773519,-18.2674157526,18.4226749337683,2.79003722943961e-14,5.10417382288623e-12,22.8942204093036
"SYNE2",0.864356200729311,-29.7113133293283,15.0007356004176,1.45526121889211e-12,1.01654338802358e-10,18.9213565734185
"H2AC6",0.859788624270415,-38.063849498621,13.4535116882398,1.12532484466424e-11,4.67886687037996e-10,16.8483284753042
"DUSP1",0.858799390287357,-6.78616066865689,7.71791880111964,1.64673388150386e-07,1.13989589656965e-06,7.05415365263017
"LEF1",0.844500168999696,-15.6835680653474,3.55313666049152,0.00192205270240069,0.00406974320551309,-2.3960519606861
"TMEM176B",0.828367756590429,6.8702885874421,5.85224199807848,8.8873696601352e-06,3.52138261776463e-05,2.98910794045473
"CD2",0.825974752356888,17.5522885421553,5.84540541915427,9.02549227362551e-06,3.56839932250844e-05,2.97345576334937
"METTL8",0.80980866515598,-30.6729622526582,9.69759085368244,3.9446209059062e-09,5.10250659808433e-08,10.870984459593
"S100A11",0.80757247868239,13.2324405093584,5.20238443670651,3.9360272094615e-05,0.000129909186712278,1.482468085711
"FCER1G",0.796590616260442,20.1957050779282,4.07302487119603,0.000562822381854169,0.0013647989816369,-1.18383757711168
"TMEM176A",0.796054779038352,1.97931446673709,11.7371058174778,1.37488886562179e-10,3.31578659381406e-09,14.3003060187825
"NCF2",0.790240587656704,16.2348885624848,4.15028955140711,0.000468588662217622,0.00116001283749446,-1.00172552931043
"KLRB1",0.770320908339855,15.1006049651715,4.84202373845933,9.13300236327779e-05,0.000272754730093599,0.634311271815667
"DUSP6",0.768170502228379,17.5510947687308,3.53254657240013,0.00201718397093936,0.00425009179530264,-2.44338560376083
"FOS",0.766351174163191,11.6374424329834,3.83165465862481,0.000996944567559294,0.00226242639237362,-1.75009568874147
