"","GSM1550052","GSM1550053","GSM1550054","GSM1550055","GSM1550056","GSM1550057","GSM1550058","GSM1550059","GSM1550060","GSM1550061","GSM1571226","GSM1571227","GSM1571228","GSM1571229","GSM1571230","GSM1571231","GSM2419971","GSM2419972","GSM2419973"
"hsa-miR-1205",-0.933826030559444,-0.598031528448701,-1.11674900358278,-1.02097860264894,-0.689230938976054,-0.529603325214782,-0.997669648999801,-0.755294964361012,-0.786598154259282,-0.921560591449741,-0.780130443257202,-0.898688016921042,-0.908105406576719,-0.797369112267071,-0.484764259261872,-0.875156615272189,-0.968889588163869,-0.844903447891424,-0.65365902878244
"hsa-miR-1206",-0.887064742094631,-1.06920389942567,-1.13330913619163,-1.14690002209645,-0.801684332938657,-0.870337437861349,-0.917650812795364,-0.941104039402148,-0.788873110449425,-0.685876585495885,-0.834934226991169,-0.935465763752921,-0.943451290321251,-0.849551849752269,-0.584476871405448,-0.915512184265667,-1.02547992769548,-0.932664301221312,-0.745728820647914
"hsa-miR-1207-3p",-0.754918861077834,-0.961653772168386,-0.836261416563891,-0.706401954509202,-0.717403462035001,-0.751683545948074,-0.836329258692897,-0.830255221141569,-1.03372632128522,-1.19430975339203,-0.891787077191695,-1.00034808342482,-1.00897141524171,-0.907572211755408,-0.621325653675313,-0.978800808441621,-1.0145219825123,-0.884181218402777,-0.739641357726715
"hsa-miR-1207-5p",7.74277983096335,7.44827913549455,6.9479024006655,9.29810606135672,9.63558248027467,8.14105068397506,7.93566015378278,9.18828134358983,9.36515929953013,10.5295640544595,9.05202249591501,9.15465801331026,9.15465801331026,9.05202249591501,8.79273431508847,8.51719234802582,9.30567054838214,8.51953958167386,8.51953958167386
"hsa-miR-1208",0.0685217857527488,-0.353747706686352,0.141235995320924,-0.667238491182334,0.103316676331762,0.031799505878595,0.153085532394008,-0.0547138031321925,0.0455095073318377,-0.229173825241405,-0.35754079284393,-0.508366852873153,-0.520347426813988,-0.379471408042572,0.0182168784811992,-0.47843077634948,1.21834244756383,0.688932195560275,-2.12556580756602
"hsa-miR-1224-3p",-0.638409393852863,-0.449418470614831,-0.194167782234642,-0.372291058504259,-0.288827903473239,-0.35784201965262,-0.265130461070091,-0.705501491962345,-0.411821599976096,-0.06780530611796,-1.04413543763492,-1.11796771540576,-1.12383243840444,-1.05487089855406,3.75161306186173,-1.1033134261083,-0.472172708805457,-0.329302679184168,-0.120013620693397
"hsa-miR-1224-5p",3.74685790925975,3.95830592154253,3.80731111149923,3.85869349529294,4.98321960630791,4.14689422917856,3.36679138050964,4.3162593458656,3.82552719108494,4.25247862355343,3.94037995802653,4.1702636923882,4.1702636923882,4.06159820041085,3.84568185889152,3.69129748666941,4.32630203642869,3.90377093199768,3.86057598741893
"hsa-miR-1225-3p",2.38920939954229,2.63208897149663,2.53586188980054,2.27145187203855,2.45137861496196,2.35218781983982,2.9471993273718,2.46260064576337,2.75595636480442,2.44909308055838,2.90104460416695,2.60436134691436,2.35364907977623,2.85109245363483,2.33948962040568,2.56110564613419,2.51505431327606,2.78592104508809,2.3819097836091
"hsa-miR-1225-5p",5.53363882018818,5.99411003817009,5.83338474250243,5.85624982925655,8.51530415837743,5.88228814677715,5.62049366303914,5.60672637063984,6.53930218972405,4.99515332213701,6.08178665912602,6.00378095335192,6.08178665912602,5.88608600776024,5.71065163221505,5.04256367518802,6.12046278055232,6.4156036475312,5.48966394823328
"hsa-miR-1231",-0.54972207835385,-0.535062223373427,-0.727259282753245,-0.894220032099266,0.139167096454207,-0.3747254446604,-0.644648513546783,-0.0431816168981351,-0.368467641679505,-0.546594536048853,-0.378287537371916,-0.513246974795112,-0.523967214511968,-0.397911092405972,-0.0420588782153739,-0.48646011816364,-0.572353076300909,-0.465097036371644,-0.261908473183704
"hsa-miR-1243",-0.963506621989304,-0.682148966699178,-0.980605479718495,-0.58719597541849,-0.807782762006202,-1.04735941993991,-1.12436973578269,-0.822717986087333,-1.00397837873054,-0.876576136193875,-0.933388702501434,-1.04304714764512,-1.05175765238167,-0.949333408365007,-0.660193195171061,-1.02128205211287,-1.0403313703285,-0.916456824677226,-0.777429645837052
"hsa-miR-1244",-0.0957864983064014,-0.723559527462234,0.242698412803519,1.1613868159155,0.273614441920241,-1.04675980217194,-0.610446892179498,0.693345827229738,0.343112000498606,-0.910731392595362,-0.223730448716242,-0.37209468737656,-0.383879711337945,-0.245303106827636,0.145894010187777,-0.342647235118965,-0.379903450822132,-0.0701898113928315,0.117929074265072
"hsa-miR-1246",4.72340527899458,5.30195941039871,6.86561366735118,8.19638280103408,9.22548192043785,5.12636522579819,4.43189089929842,7.84112526181082,5.61905197032133,5.04260963934441,5.44048858447785,5.84771295987585,5.82822408795171,5.90790048895715,5.35070080785725,5.31764001641149,7.46992058708887,5.86779277158544,4.92754765246373
"hsa-miR-1248",-0.473646216481058,-0.738900843774836,-1.06318581510699,-0.775719199293979,-0.619952610607949,-0.914979835720766,-0.743072146133385,-1.01099844696096,-0.595809961970849,-0.705173627938969,-0.76351302394489,-0.881452183209226,-0.890820450323095,-0.78066177342609,-0.4696875150466,-0.858043524942937,-0.927754967850335,-0.776864237948911,-0.6061577858566
