"","LINC00342","GS1-600G8.3","RFPL3S","MCF2L-AS1","DELEC1","KIAA0087","RNF185-AS1","ZNNT1","DDR1-DT","SNHG3","FAM182B","KCNK4-TEX40","TTTY1B","HEXIM2-AS1","FAM215A","ADD3-AS1","SMIM10L1","LINC00623","ENTPD1-AS1","BTG2-DT","MAGEA10-MAGEA5","DTX2P1-UPK3BP1-PMS2P11","ELOA-AS1","HHLA3","C3orf36","riskscore"
"GSM1369774",4.38274874813166,5.51801523007435,5.1135902498623,6.20668954920741,5.33226917762227,4.6464659262749,6.22240241483355,6.17409223018575,4.72573036070436,4.69672147271396,6.14908968230564,7.07121503427027,6.39203813560825,6.28055582915046,6.12185238241613,6.2427518249252,5.6862955168902,7.37114181486994,6.79538656262779,6.20263179137581,5.22971176785333,10.9344333211406,6.1158822039729,4.98368248447949,6.14654221237551,3.81325617796847
"GSM1369773",4.37803114207964,5.40533097465754,5.08855775144382,6.29359559675927,5.28207582186095,4.65864267129475,6.31257177277261,6.23983268641547,4.67020704683855,4.75553274597522,6.0793296247065,7.19791985978796,6.41237184118789,6.48839260770107,6.29147211792841,6.29507393440239,5.41563608795753,7.03397532652343,6.78594504407116,6.36959927204349,5.2678026113507,10.9969858625394,6.19138504565071,5.07252461077675,5.97607894875107,3.75957565132377
"GSM1369772",4.37804841200231,5.45552030770497,5.24770790961507,6.25834328223659,5.40610190417611,4.62825473863481,6.40632702229386,6.34962960297032,4.50720740494682,4.74456212127358,6.27800512143098,7.29962737029421,6.26516826629551,6.64762899671614,6.21974421747272,6.39332616681436,5.03375699751281,7.15730835008114,6.79865056515379,6.52855385830106,5.34775242253194,10.8857031838385,6.24997365414037,5.12717068119926,5.9908670681641,3.80688950028572
"GSM1369771",4.44240822477209,5.36633040444193,5.16945334078217,6.35102715573928,5.25167802954395,4.56318047369651,6.49799520470783,6.38230755997887,4.67667751128098,4.72882565682158,6.24036316883671,7.23135871856597,6.45153210172821,6.42524336458042,6.30038563901171,6.42601505645599,5.18577015693058,7.06022818353348,6.62050113351195,6.32255807394387,5.25029904836437,10.9394380203787,6.2289059876651,5.07305097532415,6.15501929083139,3.76391119323424
"GSM1369770",4.52334753183619,5.48264013528942,5.13715192123326,6.29157251842132,5.41090439108906,4.65542514291117,6.45197323228015,6.36603162753282,4.59315500588728,4.66360834296099,6.07780558799578,7.31115469750356,6.33293368604288,6.69387601408615,6.22604561663484,6.27995641479322,5.15124932576368,7.46020524086399,6.78865581241272,6.16717238737512,5.36421171868372,11.0000365614746,6.10646988686601,5.02192476632511,5.97189182719691,3.80659088428366
"GSM1369769",4.33370348399272,5.51776318566754,5.16409467540992,6.31703964515303,5.36212678564449,4.62952333685826,6.46249502294515,6.22460613869126,4.66647574956475,4.6358139483734,6.11156962482948,7.02829400929291,6.57876197664532,6.39495989963718,6.38119908053259,6.43183763026216,5.31584989101554,7.3486765031229,7.04845703754501,6.3323525755163,5.34014794196924,10.9307961755484,6.38425793631126,4.88124734519143,6.12985295504503,3.79292506249619
"GSM1369768",4.34256028307006,5.49984636113788,5.18144672085099,6.10423264320508,5.3408738842039,4.65430848418149,6.34252303552459,6.16420242639937,4.54734380285306,4.7891956812288,6.17048213799358,7.51342854835083,6.36553400127867,6.3349734035783,6.2389730939724,6.4192195987931,5.07400899786461,6.90129181416653,6.84175224170963,6.3718476744233,5.3800562981644,10.8876986755758,6.19472463435194,5.03320431820034,6.09963462732032,3.78272896727651
"GSM1369767",4.35619223587345,5.53902262892297,5.22270867037202,6.41025482645942,5.39182103427146,4.67641862766564,6.6093102892639,6.29386844901849,4.78154811664066,4.6897438565694,6.22039577799897,7.35348183661214,6.4508975681742,6.5938657156508,6.21882444537107,6.44534050630095,5.05317232794076,7.25780403462848,6.8442476416985,6.48521354244919,5.32818572652808,11.0444064439944,6.22252753083356,5.26783066921997,6.08441521329387,3.77510384808819
"GSM1369766",4.25034968638781,5.50698395471408,5.05978400972884,6.01132177163279,5.31229361153102,4.60052698718602,6.29144625972173,6.17928869425359,4.61722897787483,4.75962217038733,6.14065569347246,7.0852875044025,6.38868621571172,6.35610555275387,6.20047449798743,6.35687545218613,5.34801545665699,7.36807940109765,7.01254712797191,6.51861623337602,5.19712557018283,11.020216419692,6.41047140960775,5.03110479618559,6.03242426328351,3.71123145515393
"GSM1369765",4.34910085154189,5.53771887536314,5.22281396332284,6.28948265044187,5.3740492234877,4.62114141107843,6.4319041684882,6.26604410492698,4.44072709795371,4.79308025647484,6.12284606411472,7.49878126148919,6.56713393878857,6.38885295151824,6.29704493274296,6.39140650748297,5.1167924399882,7.04036810430387,6.76279731032918,6.30596658691516,5.345350561725,11.0565660300676,6.33458867882406,5.05485876551547,6.15783076150622,3.85783148098028
"GSM1369764",4.28298775811037,5.55600312830995,5.26220630673971,6.31877285932612,5.39790304318874,4.6666160117033,6.36472222212305,6.30322269029046,4.51954421816744,4.8072851709007,6.24076682526354,7.34559596273592,6.4680510431996,6.3560063926479,6.22913575896209,6.40664256681293,5.33494582510371,7.22380750169579,6.93147205741159,6.31182067345878,5.58011826541631,11.000996393002,6.09765788687405,4.98474822547121,6.04975147578346,3.8050350607465
"GSM1369763",4.3482324763123,5.55075467499472,5.23354260334673,6.28356198357525,5.45167641048138,4.59793095012576,6.45426184803903,6.3462837152373,4.49014405737126,4.7464758947075,6.21746716522795,7.30327059160074,6.43551883147258,6.52791739470672,6.24416579788992,6.39336350163269,5.06990372648728,7.46550204458104,6.94728329346958,6.26603013915072,5.39048714339006,10.9988734713956,6.2326977123654,5.01841030570375,6.15048031216055,3.82376809248281
"GSM1369762",4.26789767613987,5.44725145366736,5.22398109422879,6.22784198139207,5.3253879928221,4.69528796700923,6.37749443814016,6.35335065732211,4.51984889607135,4.64701170292544,6.20464935918214,7.34577793274781,6.48116197044683,6.54067339406201,6.37265876104676,6.36976915230971,5.16298264715831,7.34818906181934,6.93110503771292,6.32273966211816,5.32761257763139,11.0278162574835,5.95228795344361,5.16804334499097,6.03042962348876,3.75680182060553
"GSM1369761",4.34486961657648,5.51197628898528,5.066066595538,6.30088885672095,5.35898366149238,4.64489752719594,6.3804265333145,6.28244360403554,4.64251772264608,4.7585379434296,6.05081940733182,7.03696769032021,6.2521879794991,6.59561007785836,6.24737809257709,6.285150736915,5.56844140676515,7.38767521261393,6.85231192559745,6.28186317515565,5.37950399272079,10.9255932998232,6.17544026731473,4.8663816791758,5.96491988328158,3.74789533024711
"GSM1369760",4.36313180919598,5.47804282482614,5.1610501773953,6.28857879016728,5.36687611617118,4.62828681071028,6.38341681040584,6.29305820082641,4.58017555210492,4.75100432034137,6.14839839496725,7.25059522569438,6.42394533633026,6.50815500120393,6.26781895790918,6.34421871801755,5.24276990722243,7.24973868555226,6.86661416877039,6.31781470559712,5.3291448773704,10.9979296669675,6.21204137900808,5.04546745824026,6.06327963045583,3.79167187190327
"GSM1369759",4.36313180919591,5.47804282482608,5.16105017739522,6.28857879016719,5.36687611617111,4.6282868107102,6.38341681040575,6.29305820082631,4.58017555210485,4.7510043203413,6.14839839496717,7.25059522569428,6.42394533633017,6.50815500120383,6.2678189579091,6.34421871801747,5.24276990722233,7.24973868555214,6.8666141687703,6.31781470559704,5.32914487737033,10.9979296669674,6.21204137900799,5.04546745824019,6.06327963045574,3.79167187190323
"GSM1369758",4.38611034533162,5.40444625372757,5.205716320256,6.23093871554921,5.36445745021015,4.65897820954813,6.47454887330941,6.39422739528453,4.60776686766058,4.80733747941945,6.14003595759268,7.05904819019092,6.41086715955684,6.43311207039594,6.31828940501261,6.29717695152007,5.20842425783028,7.00934253373333,6.86900255155899,6.42817929519661,5.27709680756697,10.9061479877868,6.03574782107874,5.11279729250632,6.11618340337992,3.81016919301733
"GSM1369757",4.34015327306055,5.55163939592492,5.11638403453479,6.34621886478556,5.36929478213241,4.5975954118726,6.2922847475025,6.19188900636854,4.55258423654943,4.69467116126351,6.15676083234204,7.4421422611981,6.43702351310388,6.58319793201217,6.21734851080597,6.39126048451525,5.27711555661488,7.49013483737153,6.86422578598204,6.20745011599787,5.38119294717401,11.0897113461486,6.38833493693766,4.97813762397441,6.01037585753196,3.7731745507894
"GSM1369756",4.53161479364388,5.44008531084038,5.13290789964188,6.29799884328878,5.42496715946311,4.63387267572111,6.65414231670824,6.24618897607923,4.75614014338241,4.87691579558465,6.16310754738041,7.38948727551894,6.4203665680782,6.7243991072556,6.43068836316568,6.43184760715646,5.00766217770415,7.12831735337356,6.76796545204064,6.45507449672457,5.24356000504726,10.9996797217727,6.28017677337255,5.08330051611282,6.0570308832781,3.79111746360672
